Id_studenta	Imie	Nazwisko	Uczelnia	id_uczelni	Miasto	Kod_pocztowy	Rok_studiow	Dochod_na_osobe
890	Piotr	Bajer	Politechnika Informatyczno-Elektroniczna	2	Rajcza	18-286	I	2408
891	Paulina	Wierzchowska	Politechnika Informatyczno-Elektroniczna	2	Katowice	72-241	I	1554
892	Zofia	Chalupka	Uniwersytet Królewski	2	Kudowa-S³one	83-829	II	3255
893	Celina	Mirow	Politechnika Informatyczno-Elektroniczna	2	Wroc³aw	62-182	I	2732
894	Tadeusz	Kotowicz	Politechnika Informatyczno-Elektroniczna	5	Katowice	72-241	II	1950
895	Elzbieta	Wielgus	Politechnika Królewska	2	Bytom	80-339	III	2581
896	Elzbieta	Kwiatkowska	Uniwersytet Królewski	2	Kalisz	29-379	III	1590
897	Malgorzata	Pisarskiewicz	Politechnika Królewska	3	Tarnów	87-348	I	3064
898	Sobieslaw	Bulwan	Politechnika Królewska	5	£êczyca	16-385	I	970
899	Dorota	Marchewka	Akademia Sztuk Piêknych	3	Wis³a	99-436	III	1632
900	Patrycja	Metz	Uniwersytet Królewski	3	Tychy	76-939	I	1547
901	Zachariasz	Jakimow	Uniwersytet Królewski	1	Rybnik	24-983	IV	527
902	Jakub	Malarski	Politechnika Informatyczno-Elektroniczna	5	Bo¿ewo	94-896	IV	2104
903	Oskar	Rakowski	Uniwersytet Królewski	5	D¹browa Górnicza	75-727	I	475
904	Tomasz	Dudzinski	Politechnika Informatyczno-Elektroniczna	2	Warszawa	83-294	V	744
905	Jaromir	Szybki	Politechnika Informatyczno-Elektroniczna	5	Gieb³o	76-179	IV	679
906	Krzysztof	Linus	Uniwersytet Królewski	2	Rzeszów	89-735	I	2232
907	Andrzej	Inny	Uniwersytet Królewski	2	Zambrów	53-324	I	1525
908	Wojciech	Batory	Akademia Sztuk Piêknych	5	Bochnia	89-362	II	1442
909	Monika	Drzewiecka	Politechnika Informatyczno-Elektroniczna	5	Olkusz	19-255	I	1736
910	Renata	Kalwas	Politechnika Informatyczno-Elektroniczna	1	Rzeszów	89-735	IV	1252
911	Jan	Sztonyk	Politechnika Informatyczno-Elektroniczna	2	Radom	43-586	I	2533
912	Kacper	Kita	Uniwersytet Królewski	2	S³awków	42-081	I	2006
913	Zofia	Kruszewska	Politechnika Informatyczno-Elektroniczna	2	Wodzis³aw Sl¹ski	83-544	V	1700
914	Radzimierz	Wojciechowski	Uniwersytet Królewski	5	Rzeszów	89-735	III	555
915	Wojciech	Augustowski	Politechnika Informatyczno-Elektroniczna	2	Koniaków	34-607	II	814
916	Barbara	Chudzik	Uniwersytet Królewski	5	Katowice	72-241	III	3011
917	Wojtek	Trzconka	Uniwersytet Królewski	2	Miechów	47-553	V	1913
918	Aleksy	Wur	Politechnika Informatyczno-Elektroniczna	5	Dêbica	53-306	V	1021
919	Bogumila	Piotrowska	Politechnika Królewska	5	Katowice	72-241	II	3306
920	Natalia	Sikorska	Akademia Sztuk Piêknych	2	Œwiêtoch³owice	38-932	I	2452
921	Hanna	Pietrzyk	Uniwersytet Królewski	3	Nowy Targ	84-043	I	2589
922	Malgorzata	Janowska	Politechnika Informatyczno-Elektroniczna	1	Krzeszowice	91-488	II	1464
923	Danuta	Chmielewska	Politechnika Informatyczno-Elektroniczna	5	Tomaszów Lubelski	95-084	V	1936
924	Pawel	Banasiak	Politechnika Informatyczno-Elektroniczna	2	Alwernia	27-938	I	3317
925	Adam	Zareba	Politechnika Informatyczno-Elektroniczna	2	Nowy S¹cz	62-813	I	985
926	Fryderyka	Krzyskow	Uniwersytet Królewski	2	Tworóg	62-560	IV	2117
927	Ewa	Sochacka	Uniwersytet Muzyczny	2	Nowy Targ	84-043	I	2333
928	Kacper	Starachowicz	Politechnika Królewska	5	Tarnobrzeg	85-266	II	1802
929	Renata	Banachowicz	Politechnika Informatyczno-Elektroniczna	6	Piotrków Trybunalski	04-419	I	464
930	Donald	Bakowski	Akademia Sztuk Piêknych	3	S³awków	42-081	I	1410
931	Roza	Labaziewicz	Uniwersytet Pedagogiczny	2	D³ugopole-Zdrój	07-772	II	2958
932	Artur	Blotny	Uniwersytet Rolniczy	1	Racibórz	00-355	I	1641
933	Adam	Paterek	Politechnika Królewska	7	Wodzis³aw Sl¹ski	83-544	I	2559
934	Magdalena	Kulig	Politechnika Informatyczno-Elektroniczna	8	Wodzis³aw Sl¹ski	83-544	I	715
935	Pawel	Banasiewicz	Politechnika Informatyczno-Elektroniczna	3	Bytom	80-339	I	579
936	Wiktor	Buchta	Uniwersytet Rolniczy	2	Krosno	80-338	III	1652
937	Sobieslaw	Symanski	Uniwersytet Królewski	2	Ogrodzieniec	82-082	II	983
938	Dariusz	Kowalczyk	Uniwersytet Królewski	8	Nowy Targ	84-043	III	2441
939	Mieszko	Lewy	Politechnika Królewska	5	Zabrze	91-525	II	1408
940	Wiktoria	Gumienny	Politechnika Królewska	5	Rabka	30-698	I	855
941	Sylwia	Filipowicz	Politechnika Informatyczno-Elektroniczna	3	Koœcian	26-594	II	2693
942	Zofia	Maciarz	Politechnika Królewska	3	Jaworzynka	56-921	V	1299
943	Frydryk	Alancki	Uniwersytet Sportu i Turystyki	2	Miêdzyrzecze	28-079	III	2855
944	Patrycja	Roman	Uniwersytet Królewski	3	Toruñ	90-535	I	3345
945	Jolanta	Chmiel	Uniwersytet Królewski	9	Poraj	80-436	I	1300
946	Boleslaw	Bialowasicz	Politechnika Informatyczno-Elektroniczna	5	Przemyœl	38-959	I	2057
947	Agnieszka	Stachowiak	Uniwersytet Pedagogiczny	5	Katowice	72-241	I	3199
948	Bronislawa	Ludwig	Uniwersytet Królewski	2	Warszawa	83-294	III	1400
949	Wojciech	Iwanski	Uniwersytet Pedagogiczny	7	Bezledy	75-057	II	2580
950	Elzbieta	Zagorska	Politechnika Królewska	5	Lêdziny	27-535	IV	486
951	Wielislaw	Watroba	Politechnika Informatyczno-Elektroniczna	7	Œwiêtoch³owice	38-932	III	1035
952	Kamil	Bartnik	Politechnika Informatyczno-Elektroniczna	3	Elbl¹g	10-656	I	1718
953	Zygmunt	Grzmil	Politechnika Informatyczno-Elektroniczna	2	Prudnik	09-823	II	1346
954	Mateusz	Kawicki	Politechnika Informatyczno-Elektroniczna	2	Bielsk Podlaski	96-087	I	3253
955	Mateusz	Mazurkiewicz	Politechnika Informatyczno-Elektroniczna	2	Wojkowice	84-273	I	3000
956	Cecylia	Boguslawska	Politechnika Królewska	2	Szczyrk	75-361	IV	1225
957	Alicja	Urbanczyk	Uniwersytet Ekonomiczny	2	Szczyrk	75-361	I	3022
958	Jan	Kamyk	Uniwersytet Rolniczy	3	Bielsk Podlaski	96-087	I	2899
959	Anna	Pytka	Politechnika Królewska	4	Tarnów	87-348	I	1146
960	Ryszard	Grabowski	Politechnika Informatyczno-Elektroniczna	8	Gdañsk	83-271	III	728
961	Janusz	Smitkowski	Politechnika Królewska	3	Pszczyna	53-858	V	2238
962	Jan	Karbowniczek	Politechnika Informatyczno-Elektroniczna	2	Pyrzyce	76-362	IV	2865
963	Teresa	Wozniak	Uniwersytet Królewski	3	Tarnów	87-348	II	3094
964	Mateusz	Chwalinski	Politechnika Królewska	2	W³odowice	37-089	I	1802
965	Wojciech	Sobczak	Politechnika Królewska	5	KuŸnia Raciborska	78-122	I	2626
966	Zofia	Klein	Politechnika Królewska	3	KuŸnia Raciborska	78-122	III	849
967	Eustachy	Pustulka	Uniwersytet Królewski	3	D¹browa Górnicza	75-727	III	1080
968	Lucyna	Sokolowska	Politechnika Królewska	3	Koniaków	34-607	II	2284
969	Rafal	Rybak	Politechnika Informatyczno-Elektroniczna	5	Dobieszowice	34-734	II	1366
970	Agnieszka	Baranowska	Uniwersytet Królewski	3	Pszczyna	53-858	I	772
971	Anna	Szafranska	Politechnika Informatyczno-Elektroniczna	2	Bielsk Podlaski	96-087	I	1671
972	Malgorzata	Koczorowska	Politechnika Informatyczno-Elektroniczna	5	Katowice	72-241	I	431
973	Gracja	Warecka	Politechnika Królewska	2	Siewierz	65-885	II	3030
974	Michal	Piechota	Uniwersytet Ekonomiczny	2	Chorzów	97-545	V	1748
975	Krystyna	Brylka	Politechnika Informatyczno-Elektroniczna	3	G³ucho³azy	30-136	V	2256
976	Filip	Harazim	Uniwersytet Królewski	4	Zawiercie	58-922	I	883
977	Maria	Bakala	Uniwersytet Królewski	2	Jastrzêbie-Zdrój	51-394	I	2293
978	Piotr	Jablonski	Politechnika Informatyczno-Elektroniczna	5	Sanok	71-890	V	1185
979	Michal	Powietrzynski	Uniwersytet Królewski	5	Radom	43-586	I	2260
980	Adelajda	Sobczak	Politechnika Informatyczno-Elektroniczna	2	Trzebinia	26-607	I	1087
981	Ryszard	Skrzypczyk	Politechnika Królewska	5	Cieszyn	68-101	III	1049
982	Marek	Marciniak	Uniwersytet Królewski	2	Rabka	30-698	I	827
983	Slawomir	Afganski	Uniwersytet Muzyczny	3	Wolbrom	46-174	II	1583
984	Jolanta	Marcz	Politechnika Królewska	5	Wolbrom	46-174	I	573
985	Tomasz	Kania	Uniwersytet Królewski	6	Strzelce Opolskie	60-596	I	2458
986	Barbara	Krzeczkowska	Politechnika Informatyczno-Elektroniczna	3	Zamoœæ	99-773	I	1418
987	Zuzanna	Walczynska	Politechnika Królewska	5	Wadowice	47-222	I	1035
988	Gabriela	Zajac	Politechnika Królewska	2	Cieszyn	68-101	II	1757
989	Henryk	Walczak	Uniwersytet Królewski	3	Bêdzin	69-501	II	923
990	Kuba	Kaminska	Uniwersytet Królewski	3	Bytom	80-339	II	1274
991	Wieslaw	Bananowski	Politechnika Informatyczno-Elektroniczna	5	Bielsk Podlaski	96-087	II	2930
992	Roman	Szumylowicz	Politechnika Informatyczno-Elektroniczna	5	Kêdzierzyn-KoŸle	81-133	IV	1176
993	Bronislaw	Hubertus	Uniwersytet Pedagogiczny	2	Giera³towice	04-834	I	2912
994	Roman	Buszek	Uniwersytet Królewski	2	Bezledy	75-057	II	771
995	Ewa	Szepelak	Politechnika Informatyczno-Elektroniczna	7	P³ock	04-688	I	2284
996	Szymon	Wcislowski	Uniwersytet Rolniczy	5	Gryfice	51-783	II	1444
997	Aleksandra	Pietak	Uniwersytet Królewski	2	Ciechanów	37-640	I	2499
998	Kacper	Berkowski	Uniwersytet Muzyczny	8	Otmuchów	69-204	I	1127
999	Jagoda	Szmaglinska	Politechnika Królewska	5	Siewierz	65-885	I	605
1000	Mariusz	Morawski	Politechnika Królewska	6	Rajcza	18-286	IV	467
1001	Natalia	Kochman	Akademia Sztuk Piêknych	3	Skorogoszcz	57-633	I	2854
1002	Zofia	Bartczak	Politechnika Informatyczno-Elektroniczna	3	Zabrze	91-525	II	1551
1003	Celina	Kubera	Uniwersytet Królewski	1	Brzesko	96-703	IV	729
1004	Faustyn	Katana	Politechnika Królewska	2	Legionowo	36-889	I	3318
1005	Amelia	Awast	Politechnika Królewska	5	G³ubczyce	65-458	I	3321
1006	Paulina	Michalak	Politechnika Królewska	3	Tarnowskie Góry	24-243	I	1204
1007	Frydryk	Wenc	Politechnika Informatyczno-Elektroniczna	3	Poznañ	40-853	V	1452
1008	Aleksander	Bolkowski	Politechnika Królewska	3	Wis³a	99-436	I	3247
1009	Celestyna	Ozga	Politechnika Informatyczno-Elektroniczna	2	D¹browa Górnicza	75-727	II	1377
1010	Lucja	Wicinska	Uniwersytet Królewski	3	Katowice	72-241	I	2180
1011	Jerzy	Gibki	Uniwersytet Królewski	2	Miko³ów	96-497	III	1770
1012	Halina	Klimaszewska	Politechnika Informatyczno-Elektroniczna	5	Szamotu³y	64-698	I	2138
1013	Mateusz	Wolny	Uniwersytet Pedagogiczny	5	W³odowice	37-089	V	1240
1014	Jadwiga	Tarkowska	Politechnika Informatyczno-Elektroniczna	2	Tychy	76-939	II	558
1015	Tomasz	Bansik	Uniwersytet Królewski	7	Na³êczów	83-630	II	2355
1016	Zofia	Staniec	Politechnika Królewska	2	Karniewo	21-405	II	610
1017	Jerzy	Barankiewicz	Politechnika Królewska	5	Olkusz	19-255	I	869
1018	Anna	Ludwin	Uniwersytet Królewski	3	Barwinek	09-428	IV	2514
1019	Jaroslaw	Nowik	Politechnika Królewska	3	Nowy S¹cz	62-813	III	3069
1020	Kamil	Kozlowski	Uniwersytet Pedagogiczny	5	Wolbrom	46-174	V	843
1021	Anna	Klubicka	Politechnika Informatyczno-Elektroniczna	3	Pu³awy	66-219	I	2039
1022	Paulina	Barcik	Uniwersytet Królewski	7	Zakopane	00-995	I	821
1023	Edyta	Wojcik	Politechnika Informatyczno-Elektroniczna	2	Katowice	72-241	III	2649
1024	Karol	Brodowicz	Politechnika Królewska	5	Jas³o	92-050	IV	1519
1025	Kamil	Malek	Uniwersytet Ekonomiczny	2	Miechów	47-553	II	2719
1026	Ewa	Holda	Politechnika Informatyczno-Elektroniczna	3	Wejherowo	68-209	II	628
1027	Anna	Krakowska	Politechnika Informatyczno-Elektroniczna	4	G³ubczyce	65-458	I	3035
1028	Honorata	Jasinska	Politechnika Informatyczno-Elektroniczna	2	D¹browa Górnicza	75-727	II	530
1029	Roman	Badurzewski	Politechnika Informatyczno-Elektroniczna	2	Rabka	30-698	I	2135
1030	Mateusz	Switaj	Politechnika Królewska	2	Limanowa	65-385	I	1947
1031	Franciszek	Piaty	Politechnika Informatyczno-Elektroniczna	2	Jejkowice	67-738	IV	1202
1032	Mikolaj	Pietras	Politechnika Królewska	3	Gliwice	11-608	I	2686
1033	Urszula	Misiak	Politechnika Królewska	2	Ustroñ	51-637	II	590
1034	Anna	Halinowska	Politechnika Informatyczno-Elektroniczna	3	Œwiêtoch³owice	38-932	I	1934
1035	Antoni	Borowicz	Uniwersytet Królewski	3	Olkusz	19-255	IV	2699
1036	Jozef	Maj	Politechnika Informatyczno-Elektroniczna	2	Jaworzno	98-650	II	1191
1037	Zofia	Miejska	Akademia Sztuk Piêknych	5	Przemyœl	38-959	II	3283
1038	Andrzej	Dubala	Politechnika Informatyczno-Elektroniczna	2	Siemianowice Sl¹skie	09-006	I	2519
1039	Wincenty	Klimkiewicz	Uniwersytet Królewski	1	Racibórz	00-355	I	1416
1040	Zdzislawa	Hejak	Politechnika Informatyczno-Elektroniczna	2	Przemyœl	38-959	IV	2233
1041	Franciszek	Leszczynski	Uniwersytet Królewski	5	Mys³owice	13-220	IV	2676
1042	Maksym	Majewski	Politechnika Informatyczno-Elektroniczna	2	£om¿a	22-623	III	1309
1043	Kamil	Kucharski	Politechnika Informatyczno-Elektroniczna	5	Wolbrom	46-174	II	923
1044	Elwira	Banowicz	Politechnika Królewska	2	Jastrzêbie-Zdrój	51-394	I	1397
1045	Zofia	Skrzydlewska	Politechnika Informatyczno-Elektroniczna	2	Siemianowice Sl¹skie	09-006	V	1545
1046	Miloslaw	Kozik	Politechnika Informatyczno-Elektroniczna	3	Soœnicowice	15-658	III	2367
1047	Danuta	Kowalczyk	Wy¿sza Szko³a Techniczna	2	Wroc³aw	62-182	V	2844
1048	Hanna	Aleksy	Uniwersytet Sportu i Turystyki	2	Ciechanów	37-640	I	3031
1049	Alina	Literacka	Uniwersytet Królewski	10	Kielce	04-274	I	576
1050	Karol	Medrzec	Uniwersytet Królewski	9	Malbork	70-239	II	1603
1051	Anastazja	Grabowska	Politechnika Informatyczno-Elektroniczna	5	Miko³ów	96-497	V	2706
1052	Malgorzata	Katowska	Politechnika Informatyczno-Elektroniczna	5	S³awków	42-081	I	3076
1053	Adam	Wolski	Politechnika Informatyczno-Elektroniczna	2	Miechów	47-553	I	3241
1054	Dorota	Roos	Uniwersytet Sportu i Turystyki	2	Lêdziny	27-535	I	852
1055	Ewa	Baranicz	Politechnika Królewska	2	Bielsk Podlaski	96-087	I	2580
1056	Serafin	Symanski	Politechnika Informatyczno-Elektroniczna	9	Katowice	72-241	II	683
1057	Wioletta	Maciejewska	Politechnika Informatyczno-Elektroniczna	3	Kalisz	29-379	V	668
1058	Julita	Ciecierska	Uniwersytet Królewski	2	KuŸnia Raciborska	78-122	I	1273
1059	Natalia	Kosciuszko	Uniwersytet Królewski	2	Zawiercie	58-922	I	1628
1060	Karina	Siwczynska	Politechnika Informatyczno-Elektroniczna	5	Kielce	04-274	III	1035
1061	Katarzyna	Augustynik	Politechnika Informatyczno-Elektroniczna	5	Sosnowiec	14-721	I	3052
1062	Danuta	Bialecka	Politechnika Informatyczno-Elektroniczna	2	Limanowa	65-385	I	685
1063	Damian	Wanad	Uniwersytet Królewski	2	Tarnowskie Góry	24-243	I	1651
1064	Michalina	Busz	Politechnika Informatyczno-Elektroniczna	2	Kêdzierzyn-KoŸle	81-133	IV	639
1065	Mateusz	Mrusz	Politechnika Informatyczno-Elektroniczna	5	Szczekociny	66-008	II	1808
1066	Artur	Wolicz	Uniwersytet Królewski	2	Tarnobrzeg	85-266	I	2893
1067	Zygmunt	Czajkowski	Politechnika Królewska	2	Istebna	22-654	II	2861
1068	Adam	Babecki	Uniwersytet Rolniczy	5	Strzelce Opolskie	60-596	I	2536
1069	Patryk	Sowa	Uniwersytet Królewski	3	Katowice	72-241	IV	2922
1070	Barbara	Czarnecka	Politechnika Informatyczno-Elektroniczna	8	Przemyœl	38-959	V	2940
1071	Karolina	Biegajczyk	Politechnika Informatyczno-Elektroniczna	5	G³ucho³azy	30-136	I	2054
1072	Kajetan	Kuzon	Politechnika Informatyczno-Elektroniczna	2	Legionowo	36-889	I	1249
1073	Kamil	Bajer	Akademia Sztuk Piêknych	2	Nysa	72-297	I	3074
1074	Jakub	Kucharczyk	Politechnika Królewska	2	Mys³owice	13-220	I	2404
1075	Rafal	Turowski	Uniwersytet Królewski	1	Pszczyna	53-858	III	1908
1076	Witold	Muraszkowski	Politechnika Informatyczno-Elektroniczna	3	Miko³ów	96-497	II	1357
1077	Waclawa	Henka	Politechnika Informatyczno-Elektroniczna	5	¯ywiec	00-137	III	799
1078	Janusz	Sekula	Politechnika Informatyczno-Elektroniczna	2	Miko³ów	96-497	I	850
1079	Dariusz	Barcinski	Uniwersytet Królewski	2	Konin	39-551	II	1115
1080	Jerzy	Obornicki	Politechnika Informatyczno-Elektroniczna	2	Krzeszowice	91-488	I	2015
1081	Katarzyna	Hohenberg	Politechnika Informatyczno-Elektroniczna	5	Wêgorzewo	67-547	I	1653
1082	Grzegorz	Wroclawski	Uniwersytet Królewski	2	Ogrodzieniec	82-082	IV	1899
1083	Anna	Kubiak	Politechnika Informatyczno-Elektroniczna	2	Chorzów	97-545	I	3222
1084	Adam	Kalka	Politechnika Informatyczno-Elektroniczna	5	Rybnik	24-983	I	427
1085	Andrzej	Blasik	Politechnika Informatyczno-Elektroniczna	2	Miechów	47-553	I	2289
1086	Kuba	Sonarska	Politechnika Informatyczno-Elektroniczna	2	Ruda Sl¹ska	12-684	II	966
1087	Henryk	Macutkiewicz	Uniwersytet Sportu i Turystyki	2	Mys³owice	13-220	III	2086
1088	Irmina	Kilen	Politechnika Królewska	2	Krosno	80-338	I	1985
1089	Malgorzata	Pietrzyk	Politechnika Królewska	9	Lêdziny	27-535	I	3243
1090	Kazimiera	Sobiecka	Politechnika Informatyczno-Elektroniczna	3	Ustroñ	51-637	I	1402
1091	Rafal	Wierzbicki	Akademia Sztuk Piêknych	3	Katowice	72-241	I	2823
1092	Anna	Witek	Uniwersytet Rolniczy	2	Ruda Sl¹ska	12-684	I	2729
1093	Martyna	Lamorska	Uniwersytet Pedagogiczny	1	Wis³a	99-436	I	740
1094	Elzbieta	Matczak	Politechnika Informatyczno-Elektroniczna	8	Katowice	72-241	V	1528
1095	Lucyna	Wojciechowska	Politechnika Królewska	7	Tarnowskie Góry	24-243	III	2806
1096	Dorota	Chenowska	Politechnika Królewska	2	Nowy Targ	84-043	I	2956
1097	Juliusz	Piechocki	Uniwersytet Królewski	3	G³ubczyce	65-458	IV	3134
1098	Zbigniew	Stypula	Uniwersytet Królewski	3	E³k	05-563	I	1878
1099	Maciej	Rojkiewicz	Politechnika Królewska	5	Ogrodzieniec	82-082	I	2143
1100	Agnieszka	Kaczmarczyk	Uniwersytet Sportu i Turystyki	5	Sosnowiec	14-721	I	2348
1101	Barbara	Swiegoda	Uniwersytet Królewski	3	Katowice	72-241	I	2919
1102	Natasza	Duda	Uniwersytet Sportu i Turystyki	9	Sopot	77-187	III	2125
1103	Elzbieta	Matuszewska	Politechnika Informatyczno-Elektroniczna	5	Limanowa	65-385	I	1140
1104	Anna	Stefanska	Politechnika Informatyczno-Elektroniczna	9	S³awków	42-081	I	2185
1105	Franciszek	Bartoszek	Politechnika Królewska	2	Rzeszów	89-735	I	1232
1106	Marta	Arast	Uniwersytet Królewski	2	¯ory	29-724	I	1470
1107	Maria	Chojnacka	Uniwersytet Ekonomiczny	3	Barlinek	83-236	I	1239
1108	Wojciech	Gorski	Politechnika Informatyczno-Elektroniczna	5	Sieradz	62-407	III	2548
1109	Lucyna	Sokolowska	Akademia Sztuk Piêknych	4	Tworóg	62-560	V	2832
1110	Bronislaw	Wozniak	Uniwersytet Królewski	2	Strzelce Opolskie	60-596	I	2796
1111	Angelika	Mrozek	Politechnika Królewska	1	Tarnów	87-348	IV	2291
1112	Edward	Malinowski	Politechnika Królewska	5	Trzebinia	26-607	I	3265
1113	Izabella	Beniowska	Politechnika Królewska	3	Gdañsk	83-271	I	3322
1114	Aneta	Basista	Uniwersytet Królewski	3	Piotrków Trybunalski	04-419	I	2579
1115	Agata	Altman	Uniwersytet Królewski	3	Jas³o	92-050	I	2584
1116	Adelajda	Nucinska	Politechnika Informatyczno-Elektroniczna	5	Tarnów	87-348	V	1289
1117	Witold	Mus	Uniwersytet Królewski	5	Dêblin	53-807	V	1912
1118	Przemyslaw	Lipert	Politechnika Informatyczno-Elektroniczna	2	Lubliniec	14-322	II	1929
1119	Adam	Beben	Politechnika Informatyczno-Elektroniczna	5	Kobylin	02-635	I	2162
1120	Roksana	Kajka	Politechnika Informatyczno-Elektroniczna	2	Kogutek	99-754	II	2036
1121	Dominika	Pudlowicz	Politechnika Informatyczno-Elektroniczna	2	Katowice	72-241	I	2824
1122	Aleksy	Rebacz	Uniwersytet Królewski	2	Bia³ystok	54-632	I	2784
1123	Zygfryd	Klimczyk	Uniwersytet Królewski	2	Olkusz	19-255	I	1955
1124	Boguslawa	Ostrowska	Uniwersytet Królewski	5	Tarnowskie Góry	24-243	V	2466
1125	Celina	Bekasiewicz	Uniwersytet Rolniczy	5	Jas³o	92-050	I	1526
1126	Marcin	Pawlowski	Politechnika Królewska	5	Ruda Sl¹ska	12-684	II	2438
1127	Elzbieta	Czwartek	Politechnika Królewska	8	Chorzów	97-545	I	2846
1128	Jan	Bialek	Politechnika Informatyczno-Elektroniczna	3	Miechów	47-553	I	1686
1129	Robert	Zalesiak	Politechnika Królewska	3	Kobylin-Borzymy	21-258	I	1115
1130	Adrianna	Wojtczak	Uniwersytet Ekonomiczny	2	Kruszwica	33-294	I	2847
1131	Aniela	Dymek	Uniwersytet Pedagogiczny	3	Trzebinia	26-607	IV	2207
1132	Marek	Zawodnik	Politechnika Królewska	4	Katowice	72-241	I	3294
1133	Antoni	Kaber	Uniwersytet Królewski	7	Ogrodzieniec	82-082	I	2522
1134	Grzegorz	Serocki	Politechnika Królewska	3	Pila	06-355	I	2664
1135	Iwona	Kedrak	Politechnika Informatyczno-Elektroniczna	5	Je¿ewo	53-780	III	3062
1136	Tomasz	Janowski	Uniwersytet Pedagogiczny	3	Trzebinia	26-607	II	2163
1137	Izabella	Chorzowik	Politechnika Informatyczno-Elektroniczna	2	Miko³ów	96-497	I	2409
1138	Stanislaw	Zelazko	Politechnika Informatyczno-Elektroniczna	7	Lubliniec	14-322	V	1363
1139	Karolina	Wozniakiewicz	Politechnika Informatyczno-Elektroniczna	2	Wis³a	99-436	I	2909
1140	Wioletta	Zawadzka	Politechnika Informatyczno-Elektroniczna	2	Wadowice	47-222	II	2254
1141	Danuta	Jachimowicz	Uniwersytet Królewski	2	Gorzów Wielkopolski	78-003	I	705
1142	Hanna	Bidowska	Politechnika Informatyczno-Elektroniczna	2	Wojkowice	84-273	I	2551
1143	Magdalena	Klekowska	Uniwersytet Królewski	5	Zakopane	00-995	I	2511
1144	Anna	Michajlow	Uniwersytet Królewski	2	Kraœnik	90-749	I	2312
1145	Bartosz	Tomaszewski	Politechnika Królewska	5	Wis³a	99-436	II	1511
1146	Filip	Zukowski	Politechnika Informatyczno-Elektroniczna	5	Ruda Sl¹ska	12-684	I	1740
1147	Jadwiga	Graniecka	Politechnika Informatyczno-Elektroniczna	3	Strzelce Opolskie	60-596	I	1499
1148	Dorota	Kozikowska	Politechnika Królewska	2	Œwieradów-Zdrój	01-685	I	2928
1149	Mariusz	Adamowiczek	Politechnika Informatyczno-Elektroniczna	2	G³ucho³azy	30-136	I	2393
1150	Marta	Berakowska	Uniwersytet Ekonomiczny	3	Szczekociny	66-008	I	1850
1151	Kacper	Sokolowski	Uniwersytet Królewski	2	Lublin	79-726	II	1241
1152	Janusz	Sapek	Politechnika Królewska	4	Nowy Targ	84-043	II	1160
1153	Zofia	Glapa	Uniwersytet Królewski	5	Zawiercie	58-922	I	600
1154	Aleksandra	Koszewska	Uniwersytet Królewski	3	Katowice	72-241	I	700
1155	Jadwiga	Chaberow	Politechnika Informatyczno-Elektroniczna	5	Medyka	67-566	I	2396
1156	Tomasz	Gates	Uniwersytet Rolniczy	5	Alwernia	27-938	II	1421
1157	Wiktoria	Wieczorek	Uniwersytet Królewski	2	Tychy	76-939	V	2186
1158	Patrycja	Borna	Uniwersytet Królewski	8	Zambrów	53-324	II	1500
1159	Szymon	Brandys	Politechnika Informatyczno-Elektroniczna	5	Koniaków	34-607	II	2119
1160	Michal	Zwierzynski	Uniwersytet Królewski	5	Inowroc³aw	21-327	I	1370
1161	Dyta	Nowakowska	Politechnika Informatyczno-Elektroniczna	2	Prudnik	09-823	V	1435
1162	Anna	Sabat	Uniwersytet Królewski	5	Soœnicowice	15-658	I	1223
1163	Beata	Gajewska	Uniwersytet Królewski	2	Jejkowice	67-738	I	455
1164	Michal	Kupiec	Uniwersytet Królewski	5	Alwernia	27-938	II	936
1165	Elzbieta	Lubanska	Akademia Sztuk Piêknych	5	Lubaczów	60-915	I	2715
1166	Dariusz	Konczak	Politechnika Informatyczno-Elektroniczna	5	Limanowa	65-385	I	2351
1167	Stefan	Blazejczyk	Uniwersytet Królewski	1	Jaworzynka	56-921	II	1799
1168	Malgorzata	Zielinska	Uniwersytet Królewski	2	Oœwiêcim	27-702	V	1345
1169	Julia	Adamiak	Politechnika Informatyczno-Elektroniczna	5	Bêdzin	69-501	I	2254
1170	Michal	Bujak	Uniwersytet Królewski	5	Tarnów	87-348	I	1454
1171	Stefan	Lipski	Uniwersytet Królewski	2	Oœwiêcim	27-702	II	2529
1172	Krzysztof	Wachowicz	Politechnika Królewska	5	Dêblin	53-807	I	1928
1173	Seweryn	Kubica	Uniwersytet Rolniczy	5	Zakopane	00-995	II	2831
1174	Kamil	Wojcicki	Uniwersytet Królewski	3	Dêblin	53-807	III	1354
1175	Tomasz	Aniol	Uniwersytet Pedagogiczny	8	Siemianowice Sl¹skie	09-006	II	1824
1176	Judyta	Krawiec	Uniwersytet Królewski	5	RogoŸnik	74-768	V	2911
1177	Wojciech	Mielczarek	Politechnika Informatyczno-Elektroniczna	7	Miko³ów	96-497	III	1485
1178	Malgorzata	Janiszewska	Politechnika Królewska	5	Ustroñ	51-637	II	3127
1179	Ewa	Pawluk	Akademia Sztuk Piêknych	2	Wa³brzych	62-834	I	3218
1180	Izabella	Olszewska	Uniwersytet Sportu i Turystyki	3	Opole	16-549	I	2183
1181	Wojciech	Bartus	Politechnika Informatyczno-Elektroniczna	1	Rzeszów	89-735	I	1185
