Id_studenta;Imie;Nazwisko;Uczelnia;Miejsce_zam;Rok_studiow;Dochod_na_osobe
1028;Honorata;Jasinska;Politechnika Informatyczno-Elektroniczna;Rajcza;IV;530
1029;Roman;Badurzewski;Politechnika Informatyczno-Elektroniczna;Rajcza;I;2135
1030;Mateusz;Switaj;Politechnika Krolewska;Rajcza;I;1947
1031;Franciszek;Piaty;Politechnika Informatyczno-Elektroniczna;Rajcza;II;1202
1032;Mikolaj;Pietras;Politechnika Krolewska;Rajcza;I;2686
1033;Urszula;Misiak;Politechnika Krolewska;Rajcza;I;590
1034;Anna;Halinowska;Politechnika Informatyczno-Elektroniczna;Rogoznik;I;1934
1035;Antoni;Borowicz;Uniwersytet Krolewski;Rogoznik;I;2699
1036;Jozef;Maj;Politechnika Informatyczno-Elektroniczna;Rogoznik;I;1191
1037;Zofia;Miejska;Akademia Sztuk Pieknych;Rogoznik;II;3283
1038;Andrzej;Dubala;Politechnika Informatyczno-Elektroniczna;Rogoznik;I;2519
1039;Wincenty;Klimkiewicz;Uniwersytet Krolewski;Rogoznik;I;1416
1040;Zdzislawa;Hejak;Politechnika Informatyczno-Elektroniczna;Rogoznik;I;2233
1041;Franciszek;Leszczynski;Uniwersytet Krolewski;Rogoznik;I;2676
1042;Maksym;Majewski;Politechnika Informatyczno-Elektroniczna;Rogoznik;IV;1309
1043;Kamil;Kucharski;Politechnika Informatyczno-Elektroniczna;Rogoznik;V;923
1044;Elwira;Banowicz;Politechnika Krolewska;Rogoznik;IV;1397
1045;Zofia;Skrzydlewska;Politechnika Informatyczno-Elektroniczna;Rogoznik;V;1545
1046;Miloslaw;Kozik;Politechnika Informatyczno-Elektroniczna;Ruda Slaska;I;2367
1047;Danuta;Kowalczyk;Wyzsza Szko�a Techniczna;Ruda Slaska;II;2844
1048;Hanna;Aleksy;Uniwersytet Sportu i Turystyki;Ruda Slaska;III;3031
1049;Alina;Literacka;Uniwersytet Krolewski;Ruda Slaska;I;576
1050;Karol;Medrzec;Uniwersytet Krolewski;Ruda Slaska;I;1603
1051;Anastazja;Grabowska;Politechnika Informatyczno-Elektroniczna;Ruda Slaska;II;2706
1052;Malgorzata;Katowska;Politechnika Informatyczno-Elektroniczna;Ruda Slaska;I;3076
1053;Adam;Wolski;Politechnika Informatyczno-Elektroniczna;Ruda Slaska;II;3241
1054;Dorota;Roos;Uniwersytet Sportu i Turystyki;Ruda Slaska;I;852
1055;Ewa;Baranicz;Politechnika Krolewska;Ruda Slaska;I;2580
1056;Serafin;Symanski;Politechnika Informatyczno-Elektroniczna;Ruda Slaska;II;683
1057;Wioletta;Maciejewska;Politechnika Informatyczno-Elektroniczna;Ruda Slaska;I;668
1058;Julita;Ciecierska;Uniwersytet Krolewski;Ruda Slaska;II;1273
1059;Natalia;Kosciuszko;Uniwersytet Krolewski;Ruda Slaska;I;1628
1060;Karina;Siwczynska;Politechnika Informatyczno-Elektroniczna;Ruda Slaska;I;1035
1061;Katarzyna;Augustynik;Politechnika Informatyczno-Elektroniczna;Ruda Slaska;II;3052
1062;Danuta;Bialecka;Politechnika Informatyczno-Elektroniczna;Ruda Slaska;II;685
1063;Damian;Wanad;Uniwersytet Krolewski;Ruda Slaska;I;1651
1064;Michalina;Busz;Politechnika Informatyczno-Elektroniczna;Ruda Slaska;II;639
1065;Mateusz;Mrusz;Politechnika Informatyczno-Elektroniczna;Ruda Slaska;I;1808
1066;Artur;Wolicz;Uniwersytet Krolewski;Rybnik;V;2893
1067;Zygmunt;Czajkowski;Politechnika Krolewska;Rybnik;IV;2861
1068;Adam;Babecki;Uniwersytet Rolniczy;Rybnik;I;2536
1069;Patryk;Sowa;Uniwersytet Krolewski;Rybnik;I;2922
1070;Barbara;Czarnecka;Politechnika Informatyczno-Elektroniczna;Rybnik;V;2940
1071;Karolina;Biegajczyk;Politechnika Informatyczno-Elektroniczna;Rybnik;I;2054
1072;Kajetan;Kuzon;Politechnika Informatyczno-Elektroniczna;Rybnik;IV;1249
1073;Kamil;Bajer;Akademia Sztuk Pieknych;Rybnik;I;3074
1074;Jakub;Kucharczyk;Politechnika Krolewska;Rybnik;I;2404
1075;Rafal;Turowski;Uniwersytet Krolewski;Rybnik;IV;1908
1076;Witold;Muraszkowski;Politechnika Informatyczno-Elektroniczna;Rybnik;II;1357
1077;Waclawa;Henka;Politechnika Informatyczno-Elektroniczna;Rybnik;IV;799
1078;Janusz;Sekula;Politechnika Informatyczno-Elektroniczna;Rybnik;I;850
1079;Dariusz;Barcinski;Uniwersytet Krolewski;Rybnik;I;1115
1080;Jerzy;Obornicki;Politechnika Informatyczno-Elektroniczna;Rybnik;II;2015
1081;Katarzyna;Hohenberg;Politechnika Informatyczno-Elektroniczna;Rybnik;I;1653
1082;Grzegorz;Wroclawski;Uniwersytet Krolewski;Rybnik;V;1899
1083;Anna;Kubiak;Politechnika Informatyczno-Elektroniczna;Rybnik;I;3222
1084;Adam;Kalka;Politechnika Informatyczno-Elektroniczna;Rzeszow;I;427
1085;Andrzej;Blasik;Politechnika Informatyczno-Elektroniczna;Rzeszow;IV;2289
1086;Kuba;Sonarska;Politechnika Informatyczno-Elektroniczna;Rzeszow;III;966
1087;Henryk;Macutkiewicz;Uniwersytet Sportu i Turystyki;Rzeszow;I;2086
1088;Irmina;Kilen;Politechnika Krolewska;Rzeszow;IV;1985
1089;Malgorzata;Pietrzyk;Politechnika Krolewska;Rzeszow;III;3243
1090;Kazimiera;Sobiecka;Politechnika Informatyczno-Elektroniczna;Rzeszow;I;1402
1091;Rafal;Wierzbicki;Akademia Sztuk Pieknych;Rzeszow;I;2823
1092;Anna;Witek;Uniwersytet Rolniczy;Rzeszow;V;2729
1093;Martyna;Lamorska;Uniwersytet Pedagogiczny;Rzeszow;I;740
1094;Elzbieta;Matczak;Politechnika Informatyczno-Elektroniczna;Rzeszow;I;1528
1095;Lucyna;Wojciechowska;Politechnika Krolewska;Rzeszow;IV;2806
1096;Dorota;Chenowska;Politechnika Krolewska;Rzeszow;I;2956
1097;Juliusz;Piechocki;Uniwersytet Krolewski;Rzeszow;I;3134
1098;Zbigniew;Stypula;Uniwersytet Krolewski;Rzeszow;II;1878
1099;Maciej;Rojkiewicz;Politechnika Krolewska;Sanok;IV;2143
1100;Agnieszka;Kaczmarczyk;Uniwersytet Sportu i Turystyki;Sanok;III;2348
1101;Barbara;Swiegoda;Uniwersytet Krolewski;Sanok;I;2919
1102;Natasza;Duda;Uniwersytet Sportu i Turystyki;Sanok;I;2125
1103;Elzbieta;Matuszewska;Politechnika Informatyczno-Elektroniczna;Sanok;II;1140
1104;Anna;Stefanska;Politechnika Informatyczno-Elektroniczna;Sanok;I;2185
1105;Franciszek;Bartoszek;Politechnika Krolewska;Sanok;I;1232
1106;Marta;Arast;Uniwersytet Krolewski;Sanok;I;1470
1107;Maria;Chojnacka;Uniwersytet Ekonomiczny;Sanok;V;1239
1108;Wojciech;Gorski;Politechnika Informatyczno-Elektroniczna;Sanok;I;2548
1109;Lucyna;Sokolowska;Akademia Sztuk Pieknych;Sanok;V;2832
1110;Bronislaw;Wozniak;Uniwersytet Krolewski;Sanok;IV;2796
1111;Angelika;Mrozek;Politechnika Krolewska;Sanok;I;2291
1112;Edward;Malinowski;Politechnika Krolewska;Sanok;I;3265
1113;Izabella;Beniowska;Politechnika Krolewska;Siedlce;I;3322
1114;Aneta;Basista;Uniwersytet Krolewski;Siedlce;I;2579
1115;Agata;Altman;Uniwersytet Krolewski;Siedlce;I;2584
1116;Adelajda;Nucinska;Politechnika Informatyczno-Elektroniczna;Siedlce;II;1289
1117;Witold;Mus;Uniwersytet Krolewski;Siemianowice Slaskie;I;1912
1118;Przemyslaw;Lipert;Politechnika Informatyczno-Elektroniczna;Siemianowice Slaskie;I;1929
1119;Adam;Beben;Politechnika Informatyczno-Elektroniczna;Siemianowice Slaskie;I;2162
1120;Roksana;Kajka;Politechnika Informatyczno-Elektroniczna;Siemianowice Slaskie;I;2036
1121;Dominika;Pudlowicz;Politechnika Informatyczno-Elektroniczna;Siemianowice Slaskie;II;2824
1122;Aleksy;Rebacz;Uniwersytet Krolewski;Siemianowice Slaskie;II;2784
1123;Zygfryd;Klimczyk;Uniwersytet Krolewski;Siemianowice Slaskie;I;1955
1124;Boguslawa;Ostrowska;Uniwersytet Krolewski;Siemianowice Slaskie;I;2466
1125;Celina;Bekasiewicz;Uniwersytet Rolniczy;Siemianowice Slaskie;I;1526
1126;Marcin;Pawlowski;Politechnika Krolewska;Siemianowice Slaskie;I;2438
1127;Elzbieta;Czwartek;Politechnika Krolewska;Siemianowice Slaskie;II;2846
1128;Jan;Bialek;Politechnika Informatyczno-Elektroniczna;Siemianowice Slaskie;I;1686
1129;Robert;Zalesiak;Politechnika Krolewska;Siemianowice Slaskie;I;1115
1130;Adrianna;Wojtczak;Uniwersytet Ekonomiczny;Siemianowice Slaskie;I;2847
1131;Aniela;Dymek;Uniwersytet Pedagogiczny;Siemianowice Slaskie;V;2207
1132;Marek;Zawodnik;Politechnika Krolewska;Siemianowice Slaskie;II;3294
1133;Antoni;Kaber;Uniwersytet Krolewski;Siemianowice Slaskie;I;2522
1134;Grzegorz;Serocki;Politechnika Krolewska;Siemianowice Slaskie;V;2664
1135;Iwona;Kedrak;Politechnika Informatyczno-Elektroniczna;Siemianowice Slaskie;I;3062
1136;Tomasz;Janowski;Uniwersytet Pedagogiczny;Siemianowice Slaskie;I;2163
1137;Izabella;Chorzowik;Politechnika Informatyczno-Elektroniczna;Siemianowice Slaskie;I;2409
1138;Stanislaw;Zelazko;Politechnika Informatyczno-Elektroniczna;Siemianowice Slaskie;II;1363
1139;Karolina;Wozniakiewicz;Politechnika Informatyczno-Elektroniczna;Sieradz;III;2909
1140;Wioletta;Zawadzka;Politechnika Informatyczno-Elektroniczna;Sieradz;I;2254
1141;Danuta;Jachimowicz;Uniwersytet Krolewski;Siewierz;I;705
1142;Hanna;Bidowska;Politechnika Informatyczno-Elektroniczna;Siewierz;I;2551
1143;Magdalena;Klekowska;Uniwersytet Krolewski;Siewierz;I;2511
1144;Anna;Michajlow;Uniwersytet Krolewski;Siewierz;I;2312
1145;Bartosz;Tomaszewski;Politechnika Krolewska;Siewierz;I;1511
1146;Filip;Zukowski;Politechnika Informatyczno-Elektroniczna;Siewierz;I;1740
1147;Jadwiga;Graniecka;Politechnika Informatyczno-Elektroniczna;Siewierz;II;1499
1148;Dorota;Kozikowska;Politechnika Krolewska;Siewierz;I;2928
1149;Mariusz;Adamowiczek;Politechnika Informatyczno-Elektroniczna;Siewierz;I;2393
1150;Marta;Berakowska;Uniwersytet Ekonomiczny;Siewierz;I;1850
1151;Kacper;Sokolowski;Uniwersytet Krolewski;Siewierz;I;1241
1152;Janusz;Sapek;Politechnika Krolewska;Siewierz;I;1160
1153;Zofia;Glapa;Uniwersytet Krolewski;Siewierz;I;600
1154;Aleksandra;Koszewska;Uniwersytet Krolewski;Skierniewice;II;700
1155;Jadwiga;Chaberow;Politechnika Informatyczno-Elektroniczna;Skierniewice;V;2396
1156;Tomasz;Gates;Uniwersytet Rolniczy;Skierniewice;II;1421
1157;Wiktoria;Wieczorek;Uniwersytet Krolewski;Skorogoszcz;I;2186
1158;Patrycja;Borna;Uniwersytet Krolewski;Slawkow;I;1500
1159;Szymon;Brandys;Politechnika Informatyczno-Elektroniczna;Slawkow;I;2119
1160;Michal;Zwierzynski;Uniwersytet Krolewski;Slawkow;I;1370
1161;Dyta;Nowakowska;Politechnika Informatyczno-Elektroniczna;Slawkow;II;1435
1162;Anna;Sabat;Uniwersytet Krolewski;Slawkow;II;1223
1163;Beata;Gajewska;Uniwersytet Krolewski;Slawkow;V;455
1164;Michal;Kupiec;Uniwersytet Krolewski;Slawkow;V;936
1165;Elzbieta;Lubanska;Akademia Sztuk Pieknych;Slawkow;I;2715
1166;Dariusz;Konczak;Politechnika Informatyczno-Elektroniczna;Slawkow;I;2351
1167;Stefan;Blazejczyk;Uniwersytet Krolewski;Slawkow;I;1799
1168;Malgorzata;Zielinska;Uniwersytet Krolewski;Slawkow;I;1345
1169;Julia;Adamiak;Politechnika Informatyczno-Elektroniczna;Slawkow;I;2254
1170;Michal;Bujak;Uniwersytet Krolewski;Slawkow;I;1454
1171;Stefan;Lipski;Uniwersytet Krolewski;Slawkow;III;2529
1172;Krzysztof;Wachowicz;Politechnika Krolewska;Slawkow;V;1928
1173;Seweryn;Kubica;Uniwersytet Rolniczy;Slawkow;I;2831
1174;Kamil;Wojcicki;Uniwersytet Krolewski;Slawkow;I;1354
1175;Tomasz;Aniol;Uniwersytet Pedagogiczny;Slawkow;III;1824
1176;Judyta;Krawiec;Uniwersytet Krolewski;Slawkow;I;2911
1177;Wojciech;Mielczarek;Politechnika Informatyczno-Elektroniczna;Sobotka;II;1485
1178;Malgorzata;Janiszewska;Politechnika Krolewska;Sopot;II;3127
1179;Ewa;Pawluk;Akademia Sztuk Pieknych;Sopot;III;3218
1180;Izabella;Olszewska;Uniwersytet Sportu i Turystyki;Sopot;III;2183
1181;Wojciech;Bartus;Politechnika Informatyczno-Elektroniczna;Sosnicowice;I;1185
1182;Borys;Krolikiewicz;Uniwersytet Krolewski;Sosnicowice;II;2506
1183;Anna;Dziwak;Politechnika Informatyczno-Elektroniczna;Sosnicowice;I;2519
1184;Monika;Nocun;Politechnika Informatyczno-Elektroniczna;Sosnicowice;II;1744
1185;Jolanta;Dworek;Uniwersytet Pedagogiczny;Sosnicowice;I;2126
1186;Marcin;Rusin;Politechnika Krolewska;Sosnicowice;II;2578
1187;Rafal;Eminowicz;Politechnika Informatyczno-Elektroniczna;Sosnicowice;I;2555
1188;Wiga;Debska;Politechnika Krolewska;Sosnicowice;II;523
1189;Zbigniew;Adamczyk;Politechnika Informatyczno-Elektroniczna;Sosnicowice;V;2121
1190;Stanislaw;Pigulski;Politechnika Krolewska;Sosnicowice;I;1340
1191;Kinga;Pisarska;Uniwersytet Sportu i Turystyki;Sosnicowice;III;2716
1192;Wojciech;Jagodzinski;Uniwersytet Krolewski;Sosnicowice;I;818
1193;Marcin;Cwikowski;Uniwersytet Krolewski;Sosnicowice;I;1144
1194;Witold;Czarnecki;Akademia Sztuk Pieknych;Sosnicowice;I;3010
1195;Ewa;Szczublewska;Politechnika Informatyczno-Elektroniczna;Sosnicowice;III;420
1196;Celina;Tomaszewska;Uniwersytet Krolewski;Sosnicowice;I;872
1197;Robert;Oleszko;Uniwersytet Krolewski;Sosnicowice;IV;1922
1198;Alicja;Kwasniak;Politechnika Krolewska;Sosnowiec;I;1860
1199;Ewa;Wasiak;Politechnika Informatyczno-Elektroniczna;Sosnowiec;V;2653
1200;Jakub;Szczepanski;Uniwersytet Krolewski;Sosnowiec;II;1120
1201;Julita;Burza;Uniwersytet Krolewski;Sosnowiec;III;882
1202;Anna;Szendzielorz;Politechnika Krolewska;Sosnowiec;II;2403
1203;Grzegorz;Misiek;Uniwersytet Krolewski;Sosnowiec;I;3156
1204;Rafal;Szkwarek;Politechnika Krolewska;Sosnowiec;II;2859
1205;Agnieszka;Malicka;Politechnika Informatyczno-Elektroniczna;Sosnowiec;I;644
1206;Anna;Milewska;Politechnika Krolewska;Sosnowiec;I;1430
1207;Mikolaj;Hejdysz;Politechnika Krolewska;Sosnowiec;I;1373
1208;Maciej;Skoczylas;Politechnika Informatyczno-Elektroniczna;Sosnowiec;I;1809
1209;Tomasz;Szymik;Uniwersytet Krolewski;Sosnowiec;V;2629
1210;Anastazja;Haszczyc;Uniwersytet Krolewski;Sosnowiec;II;2724
1211;Klaudiusz;Sokolowski;Uniwersytet Rolniczy;Sosnowiec;I;1207
1212;Dorota;Szymanek;Uniwersytet Krolewski;Sosnowiec;I;1364
1213;Maja;Jedrzejczyk;Politechnika Informatyczno-Elektroniczna;Sosnowiec;I;838
1214;Tomasz;Adamiecki;Akademia Sztuk Pieknych;Sosnowiec;I;661
1215;Dominik;Rolla;Uniwersytet Krolewski;Sosnowiec;I;3078
1216;Beata;Podlaska;Politechnika Informatyczno-Elektroniczna;Sosnowiec;I;354
1217;Boguslaw;Olszewski;Politechnika Informatyczno-Elektroniczna;Sosnowiec;I;1256
1218;Alicja;Strojna;Politechnika Informatyczno-Elektroniczna;Sosnowiec;III;2838
1219;Anna;Konieczna;Uniwersytet Pedagogiczny;Sosnowiec;I;992
1220;Jadwiga;Przybylska;Uniwersytet Krolewski;Sosnowiec;II;2199
1221;Adrian;Banaszczyk;Uniwersytet Krolewski;Strzelce Opolskie;I;697
1222;Anna;Mikocka;Politechnika Informatyczno-Elektroniczna;Strzelce Opolskie;I;1680
1223;Karol;Abramczyk;Politechnika Informatyczno-Elektroniczna;Strzelce Opolskie;I;2638
1224;Anna;Miecznikowska;Wyzsza Szko�a Techniczna;Strzelce Opolskie;I;955
1225;Beata;Ciechanowicz;Uniwersytet Ekonomiczny;Strzelce Opolskie;I;1778
1226;Anna;Kaminska;Politechnika Krolewska;Strzelce Opolskie;II;1960
1227;Piotr;Jaworski;Politechnika Informatyczno-Elektroniczna;Strzelce Opolskie;I;2303
1228;Daniel;Felinski;Politechnika Informatyczno-Elektroniczna;Strzelce Opolskie;I;2268
1229;Natalia;Sobolewska;Politechnika Krolewska;Strzelce Opolskie;I;2408
1230;Tomasz;Wozniak;Politechnika Informatyczno-Elektroniczna;Strzelce Opolskie;I;1695
1231;Zofia;Sikora;Uniwersytet Krolewski;Strzelce Opolskie;I;1866
1232;Helena;Bliszczyk;Politechnika Informatyczno-Elektroniczna;Strzelce Opolskie;IV;2104
1233;Kacper;Klimka;Uniwersytet Ekonomiczny;Strzelce Opolskie;I;2072
1234;Ewelia;Basiak;Politechnika Krolewska;Strzelce Opolskie;IV;1994
1235;Piotr;Nowak ;Politechnika Krolewska;Strzelce Opolskie;I;3039
1236;Ewa;Biel;Politechnika Krolewska;Strzelce Opolskie;I;2416
1237;Dominik;Balik;Politechnika Informatyczno-Elektroniczna;Sucha Beskidzka;II;1068
1238;Marcin;Kowalski;Uniwersytet Krolewski;Sucha Beskidzka;II;3197
1239;Izaak;Gawron;Uniwersytet Krolewski;Sucha Beskidzka;III;1231
1240;Michal;Piwonski;Uniwersytet Krolewski;Sucha Beskidzka;I;2417
1241;Joanna;Nowak;Uniwersytet Rolniczy;Sucha Beskidzka;I;2178
1242;Ewa;Niewiarowska;Uniwersytet Krolewski;Sucha Beskidzka;I;2722
1243;Walenty;Rutkowski;Uniwersytet Krolewski;Sucha Beskidzka;I;890
1244;Roman;Jarosz;Uniwersytet Rolniczy;Sucha Beskidzka;III;2129
1245;Lukasz;Kotala;Politechnika Krolewska;Sucha Beskidzka;I;653
1246;Bartlomiej;Konny;Uniwersytet Krolewski;Sucha Beskidzka;V;2964
1247;Janina;Giza;Politechnika Informatyczno-Elektroniczna;Suraz;I;3335
1248;Dorota;Chojnacka;Politechnika Informatyczno-Elektroniczna;Suraz;I;2107
1249;Bogdan;Nowakowski;Politechnika Krolewska;Suwalki;I;1290
1250;Pawel;Krol;Politechnika Krolewska;Suwalki;I;1109
1251;Henryk;Walczak;Politechnika Krolewska;Swiecko;V;3035
1252;Stefan;Tomkow;Uniwersytet Krolewski;Swiecko;I;3197
1253;Ireneusz;Banaszkiewicz;Uniwersytet Sportu i Turystyki;Swiecko;IV;1251
1254;Zofia;Gala;Politechnika Krolewska;Swieradow-Zdroj;I;2861
1255;Juliusz;Linek;Politechnika Informatyczno-Elektroniczna;Swieradow-Zdroj;I;1244
1256;Franciszek;Kosiorowski;Uniwersytet Krolewski;Swieradow-Zdroj;I;1470
1257;Anna;Sobol;Politechnika Informatyczno-Elektroniczna;Swietochlowice;I;1204
1258;Dariusz;Reszczynski;Politechnika Informatyczno-Elektroniczna;Swietochlowice;I;1048
1259;Karol;Furmanik;Uniwersytet Rolniczy;Swietochlowice;I;2387
1260;Krystian;Pieniak;Politechnika Informatyczno-Elektroniczna;Swietochlowice;I;1949
1261;Wladyslaw;Olcha;Uniwersytet Krolewski;Swietochlowice;II;1117
1262;Aleksandra;Majewska;Politechnika Krolewska;Swietochlowice;IV;2206
1263;Jan;Kowalewicz;Uniwersytet Krolewski;Swietochlowice;I;2283
1264;Krystyna;Barszczyk;Politechnika Informatyczno-Elektroniczna;Swietochlowice;II;2407
1265;Lidia;Juzak;Politechnika Informatyczno-Elektroniczna;Swietochlowice;I;1073
1266;Joanna;Bilska;Politechnika Krolewska;Swietochlowice;II;2807
1267;Maciej;Cisasny;Politechnika Krolewska;Swietochlowice;II;1739
1268;Malwina;Manna;Politechnika Krolewska;Swietochlowice;I;3161
1269;Monika;Antoszewska;Politechnika Informatyczno-Elektroniczna;Swietochlowice;V;2847
1270;Andrzej;Konik;Politechnika Informatyczno-Elektroniczna;Swietochlowice;I;1498
1271;Rafal;Kucharski;Wyzsza Szko�a Techniczna;Swietochlowice;III;1345
1272;Natalia;Rybinska;Politechnika Informatyczno-Elektroniczna;Swietochlowice;I;2872
1273;Zygmunt;Jablonski;Politechnika Krolewska;Swietochlowice;I;1185
1274;Jolanta;Tomczak;Akademia Sztuk Pieknych;Swietochlowice;I;3335
1275;Andrzej;Kononowicz;Politechnika Krolewska;Swietochlowice;II;2730
1276;Zygmunt;Szczygielski;Politechnika Informatyczno-Elektroniczna;Swietochlowice;I;2500
1277;Karolina;Michalec;Uniwersytet Krolewski;Swietochlowice;I;2797
1278;Marcin;Bydgoski;Politechnika Informatyczno-Elektroniczna;Swietochlowice;V;578
1279;Irena;Banaczek;Politechnika Krolewska;Swietochlowice;II;3085
1280;Adam;Bodny;Politechnika Informatyczno-Elektroniczna;Swietochlowice;III;1207
1281;Michal;Krzysztofinski;Uniwersytet Krolewski;Swietochlowice;IV;2642
1282;Borys;Zimnowoda;Politechnika Informatyczno-Elektroniczna;Swietochlowice;I;1058
1283;Tadeusz;Sadowski;Uniwersytet Krolewski;Swietochlowice;III;1003
1284;Paulina;Chaberek;Politechnika Krolewska;Swietochlowice;IV;2806
1285;Izabella;Wlodarczak;Politechnika Informatyczno-Elektroniczna;Swinoujscie;I;1069
1286;Anna;Potocka;Uniwersytet Rolniczy;Swinoujscie;I;1593
1287;Jedrzej;Kurzawinskai;Uniwersytet Krolewski;Swinoujscie;I;3296
1288;Roksana;Sokolowska;Politechnika Informatyczno-Elektroniczna;Szamotuly;III;2430
1289;Malgorzata;Albert;Uniwersytet Krolewski;Szamotuly;I;440
1290;Sabina;Krakowiak;Uniwersytet Krolewski;Szamotuly;I;2800
1291;Tadeusz;Terlecki;Uniwersytet Krolewski;Szczecin;III;546
1292;Lech;Smolarz;Uniwersytet Krolewski;Szczecin;I;1255
1293;Jacek;Huzar;Wyzsza Szko�a Techniczna;Szczecinek;III;1559
1294;Izabella;Wreczycka;Uniwersytet Rolniczy;Szczecinek;V;1873
1295;Dariusz;Kratka;Politechnika Krolewska;Szczekociny;V;2509
1296;Krystyna;Charkow;Politechnika Krolewska;Szczekociny;I;398
1297;Ewelina;Korczak;Uniwersytet Krolewski;Szczekociny;I;2906
1298;Mikolaj;Szala;Akademia Sztuk Pieknych;Szczekociny;I;2325
1299;Dorota;Boszcz;Uniwersytet Krolewski;Szczekociny;I;2162
1300;Edmund;Malborski;Uniwersytet Rolniczy;Szczekociny;V;681
1301;Michalina;Mol;Politechnika Informatyczno-Elektroniczna;Szczekociny;I;2081
1302;Marcin;Wolak;Politechnika Informatyczno-Elektroniczna;Szczekociny;II;775
1303;Gorzegorz;Turek;Uniwersytet Krolewski;Szczekociny;I;2498
1304;Alicja;Kwiecinska;Politechnika Informatyczno-Elektroniczna;Szczekociny;III;632
1305;Alfred;Babalewski;Politechnika Informatyczno-Elektroniczna;Szczekociny;I;2451
1306;Matylda;Marzec;Uniwersytet Krolewski;Szczekociny;II;2995
1307;Rafal;Ramotowski;Politechnika Informatyczno-Elektroniczna;Szczyrk;I;861
1308;Kinga;Pogoda;Politechnika Informatyczno-Elektroniczna;Szczyrk;V;3213
1309;Kamil;Sokolowski;Uniwersytet Krolewski;Szczyrk;IV;1845
1310;Andrzej;Barabuk;Uniwersytet Ekonomiczny;Szczyrk;I;1227
1311;Agnieszka;Kapuscinska;Politechnika Krolewska;Szczyrk;III;2227
1312;Edmund;Salezy;Uniwersytet Krolewski;Szczyrk;III;990
1313;Ryszard;Baranek;Uniwersytet Krolewski;Szczyrk;II;1047
1314;Tomasz;Krolikiewicz;Politechnika Informatyczno-Elektroniczna;Szczyrk;IV;2856
1315;Wiktor;Holynski;Politechnika Informatyczno-Elektroniczna;Szczyrk;IV;2522
1316;Kazimierz;Celejewski;Politechnika Informatyczno-Elektroniczna;Szczyrk;I;568
1317;Jaroslaw;Szturc;Politechnika Krolewska;Szczyrk;I;3131
1318;Kamil;Klimintowicz;Uniwersytet Krolewski;Szczyrk;V;2101
1319;Jerzy;Zambrowicz;Politechnika Informatyczno-Elektroniczna;Szczyrk;IV;515
1320;Jakub;Magielewski;Politechnika Informatyczno-Elektroniczna;Szczyrk;I;3116
1321;Adrian;Misztal;Uniwersytet Krolewski;Szczyrk;V;3349
1322;Maciej;Babicz;Uniwersytet Krolewski;Szczyrk;I;1645
1323;Barbara;Barska;Uniwersytet Krolewski;Szczyrk;I;1047
1324;Krystyna;Boss;Uniwersytet Krolewski;Tarnobrzeg;IV;3040
1325;Tomasz;Hubisz;Uniwersytet Krolewski;Tarnobrzeg;I;1470
1326;Eleonora;Gregoruk;Uniwersytet Krolewski;Tarnobrzeg;II;1150
1327;Zbigniew;Rodek;Uniwersytet Pedagogiczny;Tarnobrzeg;I;1357
1328;Wlodzislaw;Wojtowicz;Politechnika Krolewska;Tarnobrzeg;I;807
1329;Marek;Liderski;Uniwersytet Sportu i Turystyki;Tarnobrzeg;I;2536
1330;Zofia;Nowak ;Uniwersytet Krolewski;Tarnobrzeg;V;434
1331;Karol;Banach;Uniwersytet Krolewski;Tarnobrzeg;I;2840
1332;Franciszek;Dziedzic;Uniwersytet Krolewski;Tarnobrzeg;I;2312
1333;Mariola;Kucharska;Uniwersytet Krolewski;Tarnobrzeg;III;373
1334;Michal;Batorowicz;Politechnika Krolewska;Tarnobrzeg;IV;1287
1335;Aleksandra;Piotrowska;Politechnika Informatyczno-Elektroniczna;Tarnobrzeg;II;1210
1336;Jaroslaw;Matusz;Wyzsza Szko�a Techniczna;Tarnobrzeg;I;2156
1337;Krystyna;Zukowska;Politechnika Krolewska;Tarnobrzeg;II;1150
1338;Witold;Witkowski;Politechnika Informatyczno-Elektroniczna;Tarnobrzeg;II;2162
1339;Edward;Balowski;Uniwersytet Krolewski;Tarnobrzeg;I;1187
1340;Jan;Wilczek;Politechnika Informatyczno-Elektroniczna;Tarnobrzeg;I;1387
1341;Krystian;Szatylowicz;Uniwersytet Pedagogiczny;Tarnobrzeg;II;2564
1342;Ewelina;Paca;Politechnika Krolewska;Tarnobrzeg;I;350
1343;Adam;Piotrowski;Uniwersytet Sportu i Turystyki;Tarnobrzeg;III;3121
1344;Anna;Rolek;Politechnika Informatyczno-Elektroniczna;Tarnobrzeg;I;615
1345;Grzegorz;Kalamar;Uniwersytet Krolewski;Tarnobrzeg;I;412
1346;Jan;Witaj;Uniwersytet Krolewski;Tarnow;I;400
1347;Magdalena;Antos;Politechnika Informatyczno-Elektroniczna;Tarnow;I;430
1348;Joanna;Wasowicz;Uniwersytet Krolewski;Tarnow;III;757
1349;Przemyslaw;Dobrzynski;Uniwersytet Pedagogiczny;Tarnow;I;2648
1350;Piotr;Kisielewicz;Politechnika Krolewska;Tarnow;IV;3026
1351;Jerzy;Banan;Politechnika Krolewska;Tarnow;I;1463
1352;Rafal;Blocki;Politechnika Informatyczno-Elektroniczna;Tarnow;I;2425
1353;Bartosz;Bek;Uniwersytet Krolewski;Tarnow;II;669
